drug,state_code,state_name,zip_code,code,q1,q2,q3,q4
9064 - BUPRENORPHINE,NY,NEW YORK,126,126,612.49,670.87,680.75,678.56
9064 - BUPRENORPHINE,NY,NEW YORK,127,127,1215.11,1254.65,1224.04,1205.88
9064 - BUPRENORPHINE,NY,NEW YORK,128,128,1866.19,2075.00,2039.86,2026.03
9064 - BUPRENORPHINE,NY,NEW YORK,129,129,1906.95,2028.10,2223.72,2203.22
9064 - BUPRENORPHINE,NY,NEW YORK,130,130,1836.37,2010.74,1997.28,2096.13
9064 - BUPRENORPHINE,NY,NEW YORK,131,131,604.50,640.63,664.90,665.64
9064 - BUPRENORPHINE,NY,NEW YORK,132,132,1677.13,1653.06,1603.74,1635.45
9064 - BUPRENORPHINE,NY,NEW YORK,133,133,605.54,625.21,687.81,676.71
9064 - BUPRENORPHINE,NY,NEW YORK,134,134,1208.19,1204.18,1287.54,1289.50
9064 - BUPRENORPHINE,NY,NEW YORK,135,135,505.60,463.12,473.69,489.92
9064 - BUPRENORPHINE,NY,NEW YORK,136,136,1996.47,2218.44,2358.81,2428.85
9064 - BUPRENORPHINE,NY,NEW YORK,137,137,655.25,700.31,701.29,720.41
9064 - BUPRENORPHINE,NY,NEW YORK,138,138,1132.02,1138.51,1160.85,1133.98
9064 - BUPRENORPHINE,NY,NEW YORK,139,139,1088.86,1025.64,1041.10,1002.30
9064 - BUPRENORPHINE,NY,NEW YORK,140,140,3247.12,3441.25,3445.61,3524.03
9064 - BUPRENORPHINE,NY,NEW YORK,141,141,1408.57,1496.31,1504.42,1541.53
9064 - BUPRENORPHINE,NY,NEW YORK,142,142,5090.58,5129.68,5358.64,5366.84
9064 - BUPRENORPHINE,NY,NEW YORK,143,143,1266.74,1196.97,1232.54,1349.65
9064 - BUPRENORPHINE,NY,NEW YORK,144,144,1445.53,1503.92,1560.02,1670.56
9064 - BUPRENORPHINE,NY,NEW YORK,145,145,1132.34,1280.11,1304.41,1332.07
9064 - BUPRENORPHINE,NY,NEW YORK,146,146,3514.82,3472.56,3452.82,3634.34
9064 - BUPRENORPHINE,NY,NEW YORK,147,147,1087.33,1184.22,1143.80,1176.18
9064 - BUPRENORPHINE,NY,NEW YORK,148,148,1733.10,1813.99,1821.53,1920.40
9064 - BUPRENORPHINE,NY,NEW YORK,149,149,509.50,494.58,488.25,495.07
9064 - BUPRENORPHINE,OH,OHIO,430,430,3163.79,3148.24,3279.37,3195.76
9064 - BUPRENORPHINE,OH,OHIO,431,431,2899.95,2954.83,3125.58,2972.19
9064 - BUPRENORPHINE,OH,OHIO,432,432,6387.34,6303.31,6540.96,6584.08
9064 - BUPRENORPHINE,OH,OHIO,433,433,1526.17,1646.43,1729.28,1708.54
9064 - BUPRENORPHINE,OH,OHIO,434,434,383.45,423.50,422.61,452.61
9064 - BUPRENORPHINE,OH,OHIO,435,435,673.62,694.11,741.09,844.18
9064 - BUPRENORPHINE,OH,OHIO,436,436,2419.24,2353.20,2371.78,2416.65
9064 - BUPRENORPHINE,OH,OHIO,437,437,1777.65,1896.77,1948.12,2015.10
9064 - BUPRENORPHINE,OH,OHIO,438,438,122.41,132.72,137.27,154.93
9064 - BUPRENORPHINE,OH,OHIO,439,439,1952.73,2038.44,2059.54,1987.18
9064 - BUPRENORPHINE,OH,OHIO,440,440,2696.72,2848.71,2927.10,2943.46
9064 - BUPRENORPHINE,OH,OHIO,441,441,4007.24,4294.59,4256.72,4538.68
9064 - BUPRENORPHINE,OH,OHIO,442,442,2111.44,2062.61,2131.30,2216.32
9064 - BUPRENORPHINE,OH,OHIO,443,443,1409.13,1401.06,1396.10,1380.98
9064 - BUPRENORPHINE,OH,OHIO,444,444,1780.32,1755.29,1865.52,1974.09
9064 - BUPRENORPHINE,OH,OHIO,445,445,2022.59,1944.62,1953.30,2049.14
9064 - BUPRENORPHINE,OH,OHIO,446,446,1109.99,1259.79,1306.85,1217.64
9064 - BUPRENORPHINE,OH,OHIO,447,447,1048.62,875.02,935.25,937.60
9064 - BUPRENORPHINE,OH,OHIO,448,448,1427.63,1497.64,1468.80,1567.69
9064 - BUPRENORPHINE,OH,OHIO,449,449,992.77,1057.98,976.31,1080.50
9064 - BUPRENORPHINE,OH,OHIO,450,450,3776.37,3757.87,3886.55,4007.06
9064 - BUPRENORPHINE,OH,OHIO,451,451,3519.88,3413.84,3570.09,3629.98
9064 - BUPRENORPHINE,OH,OHIO,452,452,4752.39,4153.20,4470.73,4284.38
9064 - BUPRENORPHINE,OH,OHIO,453,453,1513.73,1578.00,1633.26,1732.52
9064 - BUPRENORPHINE,OH,OHIO,454,454,2584.58,2454.08,2586.81,2751.76
9064 - BUPRENORPHINE,OH,OHIO,455,455,918.19,1023.76,1003.22,968.00
9064 - BUPRENORPHINE,OH,OHIO,456,456,5658.71,5993.37,5898.10,5989.54
9064 - BUPRENORPHINE,OH,OHIO,457,457,1439.72,1516.03,1485.61,1397.58
9064 - BUPRENORPHINE,OH,OHIO,458,458,1037.36,1081.85,1106.38,1199.45
9064 - BUPRENORPHINE,OK,OKLAHOMA,730,730,2993.73,3111.14,3192.76,3213.37
9064 - BUPRENORPHINE,OK,OKLAHOMA,731,731,3424.99,3332.85,3723.91,3722.28
9064 - BUPRENORPHINE,OK,OKLAHOMA,734,734,203.01,239.02,250.30,250.19
9064 - BUPRENORPHINE,OK,OKLAHOMA,735,735,752.57,830.88,853.25,798.00
9064 - BUPRENORPHINE,OK,OKLAHOMA,736,736,159.22,194.04,174.89,175.54
9064 - BUPRENORPHINE,OK,OKLAHOMA,737,737,293.52,275.87,284.21,277.78
9064 - BUPRENORPHINE,OK,OKLAHOMA,738,738,105.39,125.46,122.54,120.40
9064 - BUPRENORPHINE,OK,OKLAHOMA,739,739,18.74,27.34,25.62,23.17
9064 - BUPRENORPHINE,OK,OKLAHOMA,740,740,3625.51,3701.43,3800.78,3945.67
9064 - BUPRENORPHINE,OK,OKLAHOMA,741,741,2672.16,2472.72,2667.45,2723.21
9064 - BUPRENORPHINE,OK,OKLAHOMA,743,743,529.00,589.81,634.40,658.99
9064 - BUPRENORPHINE,OK,OKLAHOMA,744,744,1611.65,1739.44,1880.49,1953.44
9064 - BUPRENORPHINE,OK,OKLAHOMA,745,745,439.94,481.40,513.11,528.01
9064 - BUPRENORPHINE,OK,OKLAHOMA,746,746,244.60,253.91,257.68,277.37
9064 - BUPRENORPHINE,OK,OKLAHOMA,747,747,302.35,310.36,296.79,301.01
9064 - BUPRENORPHINE,OK,OKLAHOMA,748,748,997.28,994.63,1049.58,1028.60
9064 - BUPRENORPHINE,OK,OKLAHOMA,749,749,590.32,673.92,689.03,721.96
9064 - BUPRENORPHINE,OR,OREGON,970,970,2675.26,2740.26,2858.62,2756.02
9064 - BUPRENORPHINE,OR,OREGON,971,971,1471.19,1342.34,1436.68,1364.33
9064 - BUPRENORPHINE,OR,OREGON,972,972,4772.71,4516.25,4561.79,4521.63
9064 - BUPRENORPHINE,OR,OREGON,973,973,2355.82,2351.78,2448.53,2467.97
9064 - BUPRENORPHINE,OR,OREGON,974,974,2640.48,2727.75,2727.07,2699.60
9064 - BUPRENORPHINE,OR,OREGON,975,975,1732.42,1717.15,1876.15,1858.65
9064 - BUPRENORPHINE,OR,OREGON,976,976,156.21,172.78,168.97,184.50
9064 - BUPRENORPHINE,OR,OREGON,977,977,697.50,703.02,790.05,756.04
9064 - BUPRENORPHINE,OR,OREGON,978,978,1109.42,1134.43,1196.45,1147.82
9064 - BUPRENORPHINE,OR,OREGON,979,979,91.86,93.40,97.97,87.61
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,150,150,4615.73,4540.07,4709.19,4791.91
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,151,151,3514.13,3681.91,3637.21,3712.55
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,152,152,6675.94,6597.29,6701.82,6797.28
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,153,153,2139.89,2330.37,2401.84,2387.05
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,154,154,2392.76,2473.08,2738.42,2790.09
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,155,155,1419.82,1054.31,847.57,922.26
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,156,156,3747.88,3728.32,3847.82,3739.45
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,157,157,1212.61,1297.94,1305.84,1504.81
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,158,158,770.49,864.79,881.50,924.72
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,159,159,1504.88,1464.50,1579.16,1538.78
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,160,160,1996.59,1986.80,2016.87,1939.59
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,161,161,1697.50,1876.41,1884.06,1914.35
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,162,162,1068.71,1111.56,1168.32,1135.34
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,163,163,1178.81,1238.61,1299.15,1335.36
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,164,164,344.72,418.80,411.56,429.38
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,165,165,2037.93,1974.99,2037.02,2137.46
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,166,166,2456.04,2392.05,2441.22,2404.02
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,167,167,397.03,420.92,434.61,475.19
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,168,168,1239.84,1284.58,1185.04,1182.18
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,169,169,339.26,364.96,340.63,375.65
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,170,170,2499.84,2748.04,2708.38,2803.99
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,171,171,813.72,818.69,806.41,902.19
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,172,172,1226.41,1254.91,1227.53,1216.33
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,173,173,1384.51,1394.40,1390.12,1446.38
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,174,174,788.57,777.64,819.59,870.34
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,175,175,601.12,768.74,905.72,1032.25
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,176,176,748.43,755.48,772.93,867.13
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,177,177,2200.55,2271.97,2355.09,2444.47
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,178,178,1356.71,1494.05,1515.22,1587.75
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,179,179,668.38,701.04,684.20,686.01
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,180,180,1119.69,1226.74,1175.64,1308.08
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,181,181,785.17,860.26,826.49,831.44
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,182,182,525.37,568.60,561.90,605.81
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,183,183,649.21,638.38,669.26,688.10
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,184,184,1527.89,1611.22,1632.54,1661.36
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,185,185,2527.51,2441.62,2342.03,2409.30
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,186,186,1297.95,1374.38,1352.51,1393.91
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,187,187,2348.87,2385.18,2321.13,2306.57
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,188,188,588.93,626.91,621.11,630.41
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,189,189,1465.08,1485.64,1648.07,1830.37
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,190,190,6377.21,6562.39,6619.21,7585.61
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,191,191,12487.74,12912.92,12893.55,13434.08
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,193,193,1281.92,1227.17,1268.49,1261.85
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,194,194,2068.32,2017.99,2133.29,2225.56
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,195,195,459.93,465.97,496.70,584.92
9064 - BUPRENORPHINE,PA,PENNSYLVANIA,196,196,778.69,827.09,835.39,849.60
9064 - BUPRENORPHINE,PR,PUERTO RICO,006,6,527.02,440.48,522.48,527.47
9064 - BUPRENORPHINE,PR,PUERTO RICO,007,7,1288.33,1078.97,1263.79,1265.15
9064 - BUPRENORPHINE,PR,PUERTO RICO,009,9,517.23,430.50,458.88,516.13
9064 - BUPRENORPHINE,RI,RHODE ISLAND,028,28,5319.21,5599.35,5125.96,5669.20
9064 - BUPRENORPHINE,RI,RHODE ISLAND,029,29,3930.68,3796.25,3601.55,3860.98
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,290,290,621.45,694.27,677.71,759.44
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,291,291,680.11,754.53,735.94,762.06
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,292,292,594.01,644.39,656.27,670.89
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,293,293,2527.62,2725.33,2710.42,2817.24
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,294,294,2466.80,2686.00,2519.92,3115.81
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,295,295,4036.49,4221.89,4286.22,4509.84
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,296,296,4221.10,4442.19,4558.24,4719.15
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,297,297,1028.99,1073.99,1043.43,1028.05
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,298,298,305.03,315.60,365.87,372.31
9064 - BUPRENORPHINE,SC,SOUTH CAROLINA,299,299,508.82,518.61,566.00,532.53
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,570,570,80.21,80.19,67.20,82.61
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,571,571,387.80,389.43,403.22,408.21
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,572,572,62.56,58.43,85.90,90.54
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,573,573,42.76,61.47,73.61,69.54
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,574,574,96.16,99.49,112.72,102.43
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,575,575,53.07,55.65,64.93,84.73
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,576,576,6.36,8.46,8.58,11.52
9064 - BUPRENORPHINE,SD,SOUTH DAKOTA,577,577,482.60,510.28,541.47,551.94
9064 - BUPRENORPHINE,TN,TENNESSEE,370,370,4815.35,4754.95,4884.13,4789.38
9064 - BUPRENORPHINE,TN,TENNESSEE,371,371,5548.05,6459.18,6357.39,5356.08
9064 - BUPRENORPHINE,TN,TENNESSEE,372,372,2887.62,2992.73,3241.15,3963.90
9064 - BUPRENORPHINE,TN,TENNESSEE,373,373,2846.02,3142.18,3253.81,3405.12
9064 - BUPRENORPHINE,TN,TENNESSEE,374,374,871.30,855.36,865.66,941.02
9064 - BUPRENORPHINE,TN,TENNESSEE,376,376,7463.99,7958.93,8018.30,8275.10
9064 - BUPRENORPHINE,TN,TENNESSEE,377,377,3474.44,3616.48,3640.37,3714.20
9064 - BUPRENORPHINE,TN,TENNESSEE,378,378,5558.21,5921.40,5985.00,5974.95
9064 - BUPRENORPHINE,TN,TENNESSEE,379,379,3184.67,3443.48,3692.19,3748.35
9064 - BUPRENORPHINE,TN,TENNESSEE,380,380,1171.31,1270.40,1333.60,1326.07
9064 - BUPRENORPHINE,TN,TENNESSEE,381,381,2364.22,2544.67,3001.64,3022.88
9064 - BUPRENORPHINE,TN,TENNESSEE,382,382,619.77,675.95,655.02,644.95
9064 - BUPRENORPHINE,TN,TENNESSEE,383,383,2033.51,2154.40,2290.62,2250.40
9064 - BUPRENORPHINE,TN,TENNESSEE,384,384,1444.66,1538.98,1559.13,1524.50
9064 - BUPRENORPHINE,TN,TENNESSEE,385,385,1492.37,1648.12,1647.13,1636.58
9064 - BUPRENORPHINE,TX,TEXAS,750,750,3190.43,3133.75,3108.61,3114.48
9064 - BUPRENORPHINE,TX,TEXAS,751,751,940.45,971.11,1069.07,1108.83
9064 - BUPRENORPHINE,TX,TEXAS,752,752,1500.92,1438.82,1563.34,1610.07
9064 - BUPRENORPHINE,TX,TEXAS,753,753,3.52,5.06,8.44,3.31
9064 - BUPRENORPHINE,TX,TEXAS,754,754,621.67,660.34,682.51,756.97
9064 - BUPRENORPHINE,TX,TEXAS,755,755,177.32,160.76,168.45,190.62
9064 - BUPRENORPHINE,TX,TEXAS,756,756,653.79,715.36,751.54,802.36
9064 - BUPRENORPHINE,TX,TEXAS,757,757,668.45,694.19,677.34,745.67
9064 - BUPRENORPHINE,TX,TEXAS,758,758,91.49,114.26,120.27,125.70
9064 - BUPRENORPHINE,TX,TEXAS,759,759,365.06,363.93,393.31,400.07
9064 - BUPRENORPHINE,TX,TEXAS,760,760,2327.36,2301.33,2496.20,2631.22
9064 - BUPRENORPHINE,TX,TEXAS,761,761,1362.80,1300.93,1429.65,1426.53
9064 - BUPRENORPHINE,TX,TEXAS,762,762,630.86,614.39,637.93,619.82
9064 - BUPRENORPHINE,TX,TEXAS,763,763,382.34,364.29,360.61,386.63
9064 - BUPRENORPHINE,TX,TEXAS,764,764,171.73,162.39,142.46,151.87
9064 - BUPRENORPHINE,TX,TEXAS,765,765,436.76,407.53,457.44,450.13
9064 - BUPRENORPHINE,TX,TEXAS,766,766,95.92,111.72,117.14,118.67
9064 - BUPRENORPHINE,TX,TEXAS,767,767,271.60,291.78,349.85,379.66
9064 - BUPRENORPHINE,TX,TEXAS,768,768,59.50,68.00,61.91,73.91
9064 - BUPRENORPHINE,TX,TEXAS,769,769,124.34,129.41,133.43,120.92
9064 - BUPRENORPHINE,TX,TEXAS,770,770,3064.57,3126.43,3088.17,3305.61
9064 - BUPRENORPHINE,TX,TEXAS,772,772,0,0.00,0.00,0
9064 - BUPRENORPHINE,TX,TEXAS,773,773,2476.48,2506.86,2659.40,2644.38
9064 - BUPRENORPHINE,TX,TEXAS,774,774,987.47,984.95,1035.23,1067.17
9064 - BUPRENORPHINE,TX,TEXAS,775,775,2607.42,2629.16,2667.64,2719.34
9064 - BUPRENORPHINE,TX,TEXAS,776,776,1010.80,1017.03,1054.85,1050.77
9064 - BUPRENORPHINE,TX,TEXAS,777,777,378.66,338.24,379.83,422.27
9064 - BUPRENORPHINE,TX,TEXAS,778,778,345.46,347.88,325.42,321.49
9064 - BUPRENORPHINE,TX,TEXAS,779,779,238.22,253.88,270.42,279.06
9064 - BUPRENORPHINE,TX,TEXAS,780,780,408.12,427.62,418.88,468.17
9064 - BUPRENORPHINE,TX,TEXAS,781,781,396.89,396.32,422.68,444.94
9064 - BUPRENORPHINE,TX,TEXAS,782,782,1305.66,1300.73,1180.98,1291.01
9064 - BUPRENORPHINE,TX,TEXAS,783,783,186.61,192.50,177.61,191.82
9064 - BUPRENORPHINE,TX,TEXAS,784,784,403.77,388.02,378.60,403.99
9064 - BUPRENORPHINE,TX,TEXAS,785,785,142.62,123.32,148.06,157.66
9064 - BUPRENORPHINE,TX,TEXAS,786,786,1561.22,1591.52,1627.82,1738.30
9064 - BUPRENORPHINE,TX,TEXAS,787,787,1719.59,1693.36,1749.94,1875.39
9064 - BUPRENORPHINE,TX,TEXAS,788,788,68.51,69.72,71.37,72.13
9064 - BUPRENORPHINE,TX,TEXAS,789,789,39.88,37.39,32.82,43.25
9064 - BUPRENORPHINE,TX,TEXAS,790,790,59.25,61.23,82.80,85.12
9064 - BUPRENORPHINE,TX,TEXAS,791,791,195.68,189.45,182.97,193.12
9064 - BUPRENORPHINE,TX,TEXAS,792,792,8.60,10.68,8.36,9.26
9064 - BUPRENORPHINE,TX,TEXAS,793,793,43.28,44.94,46.17,50.66
9064 - BUPRENORPHINE,TX,TEXAS,794,794,233.39,217.82,235.10,248.86
9064 - BUPRENORPHINE,TX,TEXAS,795,795,40.65,50.19,73.44,68.66
9064 - BUPRENORPHINE,TX,TEXAS,796,796,400.03,402.36,429.23,454.04
9064 - BUPRENORPHINE,TX,TEXAS,797,797,712.27,653.94,681.55,627.58
9064 - BUPRENORPHINE,TX,TEXAS,798,798,11.32,12.84,10.45,11.76
9064 - BUPRENORPHINE,TX,TEXAS,799,799,194.17,191.47,239.20,229.96
9064 - BUPRENORPHINE,UT,UTAH,840,840,5212.84,5195.19,5191.12,5269.69
9064 - BUPRENORPHINE,UT,UTAH,841,841,3221.08,3019.67,3124.79,3297.97
9064 - BUPRENORPHINE,UT,UTAH,843,843,412.47,438.66,418.25,450.53
9064 - BUPRENORPHINE,UT,UTAH,844,844,962.99,985.50,993.27,1019.62
9064 - BUPRENORPHINE,UT,UTAH,845,845,351.05,365.54,397.42,367.23
9064 - BUPRENORPHINE,UT,UTAH,846,846,1406.49,1375.80,1421.44,1436.55
9064 - BUPRENORPHINE,UT,UTAH,847,847,658.20,656.60,673.34,665.72
9064 - BUPRENORPHINE,VA,VIRGINIA,201,201,1728.01,1838.35,1786.28,1837.58
9064 - BUPRENORPHINE,VA,VIRGINIA,220,220,743.28,752.14,711.54,728.45
9064 - BUPRENORPHINE,VA,VIRGINIA,221,221,603.13,613.19,619.30,613.49
9064 - BUPRENORPHINE,VA,VIRGINIA,222,222,225.14,157.00,133.06,126.50
9064 - BUPRENORPHINE,VA,VIRGINIA,223,223,320.93,235.85,217.00,234.03
9064 - BUPRENORPHINE,VA,VIRGINIA,224,224,647.57,690.97,644.07,738.68
9064 - BUPRENORPHINE,VA,VIRGINIA,225,225,257.97,313.41,310.52,343.93
9064 - BUPRENORPHINE,VA,VIRGINIA,226,226,1291.24,1314.18,1393.32,1500.72
9064 - BUPRENORPHINE,VA,VIRGINIA,227,227,275.62,278.07,285.27,329.26
9064 - BUPRENORPHINE,VA,VIRGINIA,228,228,318.28,324.53,299.58,363.52
9064 - BUPRENORPHINE,VA,VIRGINIA,229,229,741.93,730.65,691.46,722.71
9064 - BUPRENORPHINE,VA,VIRGINIA,230,230,470.81,526.06,502.99,518.99
9064 - BUPRENORPHINE,VA,VIRGINIA,231,231,1234.00,1332.47,1344.73,1373.07
9064 - BUPRENORPHINE,VA,VIRGINIA,232,232,2782.17,2594.04,2674.44,2765.33
9064 - BUPRENORPHINE,VA,VIRGINIA,233,233,456.50,440.07,441.36,456.94
9064 - BUPRENORPHINE,VA,VIRGINIA,234,234,743.18,820.78,811.62,846.40
9064 - BUPRENORPHINE,VA,VIRGINIA,235,235,324.54,376.81,382.60,406.04
9064 - BUPRENORPHINE,VA,VIRGINIA,236,236,932.72,955.45,899.37,1003.14
9064 - BUPRENORPHINE,VA,VIRGINIA,237,237,171.51,201.97,210.90,211.69
9064 - BUPRENORPHINE,VA,VIRGINIA,238,238,575.62,589.68,619.76,650.37
9064 - BUPRENORPHINE,VA,VIRGINIA,239,239,148.04,201.57,217.18,235.89
9064 - BUPRENORPHINE,VA,VIRGINIA,240,240,2692.21,2572.54,2732.05,2652.01
9064 - BUPRENORPHINE,VA,VIRGINIA,241,241,1136.69,1361.43,1393.21,1369.11
9064 - BUPRENORPHINE,VA,VIRGINIA,242,242,4744.90,4982.09,5170.55,5056.75
9064 - BUPRENORPHINE,VA,VIRGINIA,243,243,2009.95,1895.03,2011.15,2053.91
9064 - BUPRENORPHINE,VA,VIRGINIA,244,244,267.63,360.53,349.48,388.84
9064 - BUPRENORPHINE,VA,VIRGINIA,245,245,1399.51,1388.81,1462.99,1548.41
9064 - BUPRENORPHINE,VA,VIRGINIA,246,246,1311.90,1567.96,1636.01,1736.79
9064 - BUPRENORPHINE,VI,VIRGIN ISLANDS,008,8,28.43,13.14,29.81,31.94
9064 - BUPRENORPHINE,VT,VERMONT,050,50,760.54,742.69,788.20,748.41
9064 - BUPRENORPHINE,VT,VERMONT,051,51,430.73,430.46,610.94,651.44
9064 - BUPRENORPHINE,VT,VERMONT,052,52,644.44,651.32,629.05,683.81
9064 - BUPRENORPHINE,VT,VERMONT,053,53,366.00,328.26,341.77,353.90
9064 - BUPRENORPHINE,VT,VERMONT,054,54,3457.09,3371.79,3579.11,3672.85
9064 - BUPRENORPHINE,VT,VERMONT,056,56,946.83,839.71,855.44,853.31
9064 - BUPRENORPHINE,VT,VERMONT,057,57,1127.28,1107.92,1217.78,1281.68
9064 - BUPRENORPHINE,VT,VERMONT,058,58,573.29,596.22,890.09,910.59
9064 - BUPRENORPHINE,WA,WASHINGTON,980,980,4601.75,5095.82,5306.58,5460.23
9064 - BUPRENORPHINE,WA,WASHINGTON,981,981,3984.34,3646.82,3699.73,3624.61
9064 - BUPRENORPHINE,WA,WASHINGTON,982,982,6239.38,6242.67,6290.70,6329.09
9064 - BUPRENORPHINE,WA,WASHINGTON,983,983,3232.90,3199.55,3227.01,3224.22
9064 - BUPRENORPHINE,WA,WASHINGTON,984,984,1994.79,1822.08,2025.10,1993.88
9064 - BUPRENORPHINE,WA,WASHINGTON,985,985,3221.03,3286.85,3216.82,3366.35
9064 - BUPRENORPHINE,WA,WASHINGTON,986,986,3225.79,3049.91,3185.97,3155.05
9064 - BUPRENORPHINE,WA,WASHINGTON,988,988,1273.23,1252.70,1154.42,1117.71
9064 - BUPRENORPHINE,WA,WASHINGTON,989,989,1393.19,1389.80,1420.37,1470.42
9064 - BUPRENORPHINE,WA,WASHINGTON,990,990,368.01,344.36,370.54,409.39
9064 - BUPRENORPHINE,WA,WASHINGTON,991,991,639.94,614.73,608.18,597.74
9064 - BUPRENORPHINE,WA,WASHINGTON,992,992,3062.73,3126.33,3049.60,3170.04
9064 - BUPRENORPHINE,WA,WASHINGTON,993,993,1715.72,1767.07,1687.04,1800.86
9064 - BUPRENORPHINE,WA,WASHINGTON,994,994,358.71,395.89,404.30,404.95
9064 - BUPRENORPHINE,WI,WISCONSIN,530,530,1531.52,1557.75,1661.53,1662.97
9064 - BUPRENORPHINE,WI,WISCONSIN,531,531,2106.74,2131.97,2232.77,2308.49
9064 - BUPRENORPHINE,WI,WISCONSIN,532,532,3560.31,3538.96,3607.29,3688.14
9064 - BUPRENORPHINE,WI,WISCONSIN,534,534,408.55,437.68,465.14,486.90
9064 - BUPRENORPHINE,WI,WISCONSIN,535,535,1451.07,1484.80,1617.52,1734.68
9064 - BUPRENORPHINE,WI,WISCONSIN,537,537,990.28,959.85,966.68,984.69
9064 - BUPRENORPHINE,WI,WISCONSIN,538,538,45.12,50.98,52.91,56.31
9064 - BUPRENORPHINE,WI,WISCONSIN,539,539,689.85,683.50,684.80,701.79
9064 - BUPRENORPHINE,WI,WISCONSIN,540,540,154.72,192.04,167.14,187.17
9064 - BUPRENORPHINE,WI,WISCONSIN,541,541,593.95,683.53,722.53,707.08
9064 - BUPRENORPHINE,WI,WISCONSIN,542,542,172.16,179.61,196.52,199.18
9064 - BUPRENORPHINE,WI,WISCONSIN,543,543,467.27,478.49,454.02,503.82
9064 - BUPRENORPHINE,WI,WISCONSIN,544,544,559.50,590.49,663.10,642.11
9064 - BUPRENORPHINE,WI,WISCONSIN,545,545,337.45,359.83,365.46,416.98
9064 - BUPRENORPHINE,WI,WISCONSIN,546,546,410.02,415.57,457.14,487.37
9064 - BUPRENORPHINE,WI,WISCONSIN,547,547,435.95,389.62,453.95,451.86
9064 - BUPRENORPHINE,WI,WISCONSIN,548,548,429.17,466.32,532.24,566.20
9064 - BUPRENORPHINE,WI,WISCONSIN,549,549,1330.00,1248.78,1379.52,1469.61
9064 - BUPRENORPHINE,WV,WEST VIRGINIA,247,247,792.82,829.71,883.95,1039.23
9064 - BUPRENORPHINE,WV,WEST VIRGINIA,248,248,570.11,663.83,919.18,994.93
