drug,state_code,state_name,zip_code,code,q1,q2,q3,q4
1100 - AMPHETAMINE,TX,TEXAS,760,760,28117.87,28005.46,29158.22,30158.79
1100 - AMPHETAMINE,TX,TEXAS,761,761,17351.30,17064.25,17908.53,18772.11
1100 - AMPHETAMINE,TX,TEXAS,762,762,14653.86,15025.01,15494.82,16253.16
1100 - AMPHETAMINE,TX,TEXAS,763,763,3810.61,3845.34,3898.12,4196.48
1100 - AMPHETAMINE,TX,TEXAS,764,764,1597.44,1663.59,1795.13,1799.27
1100 - AMPHETAMINE,TX,TEXAS,765,765,6770.87,6836.68,7205.81,6902.19
1100 - AMPHETAMINE,TX,TEXAS,766,766,1342.50,1302.67,1409.70,1367.51
1100 - AMPHETAMINE,TX,TEXAS,767,767,4382.61,3901.58,4201.10,4265.88
1100 - AMPHETAMINE,TX,TEXAS,768,768,918.52,887.72,940.74,937.74
1100 - AMPHETAMINE,TX,TEXAS,769,769,2199.23,2124.25,2109.43,2258.84
1100 - AMPHETAMINE,TX,TEXAS,770,770,45025.52,43843.69,43732.60,46301.92
1100 - AMPHETAMINE,TX,TEXAS,772,772,15.95,1.88,2.19,11.89
1100 - AMPHETAMINE,TX,TEXAS,773,773,33976.99,33763.68,34681.67,36256.03
1100 - AMPHETAMINE,TX,TEXAS,774,774,25961.28,25360.74,26222.09,27705.98
1100 - AMPHETAMINE,TX,TEXAS,775,775,28004.66,27041.42,28153.38,29346.65
1100 - AMPHETAMINE,TX,TEXAS,776,776,5876.17,5650.69,5780.90,6211.38
1100 - AMPHETAMINE,TX,TEXAS,777,777,2723.43,2800.71,2758.91,2945.44
1100 - AMPHETAMINE,TX,TEXAS,778,778,7025.78,6265.90,6651.63,7243.29
1100 - AMPHETAMINE,TX,TEXAS,779,779,2645.83,2594.66,2649.36,2678.91
1100 - AMPHETAMINE,TX,TEXAS,780,780,6732.17,6716.49,6974.53,7308.84
1100 - AMPHETAMINE,TX,TEXAS,781,781,7830.97,7657.29,7944.14,8417.89
1100 - AMPHETAMINE,TX,TEXAS,782,782,31860.72,30494.22,31318.01,32357.32
1100 - AMPHETAMINE,TX,TEXAS,783,783,2232.22,2341.78,2412.88,2343.49
1100 - AMPHETAMINE,TX,TEXAS,784,784,5720.26,5694.31,5816.76,5855.55
1100 - AMPHETAMINE,TX,TEXAS,785,785,4110.02,3699.70,3794.16,4077.46
1100 - AMPHETAMINE,TX,TEXAS,786,786,22378.66,22543.36,23033.03,24197.64
1100 - AMPHETAMINE,TX,TEXAS,787,787,35819.91,35381.80,35904.53,37019.64
1100 - AMPHETAMINE,TX,TEXAS,788,788,774.91,709.47,697.39,741.92
1100 - AMPHETAMINE,TX,TEXAS,789,789,921.43,889.22,860.19,901.76
1100 - AMPHETAMINE,TX,TEXAS,790,790,999.13,998.76,1077.14,1126.48
1100 - AMPHETAMINE,TX,TEXAS,791,791,2510.66,2436.17,2442.28,2562.39
1100 - AMPHETAMINE,TX,TEXAS,792,792,128.03,107.68,137.60,131.07
1100 - AMPHETAMINE,TX,TEXAS,793,793,507.75,467.17,530.07,578.91
1100 - AMPHETAMINE,TX,TEXAS,794,794,5065.53,4591.93,4854.70,5175.74
1100 - AMPHETAMINE,TX,TEXAS,795,795,599.53,589.03,596.18,596.93
1100 - AMPHETAMINE,TX,TEXAS,796,796,2729.92,2589.12,2715.81,2804.88
1100 - AMPHETAMINE,TX,TEXAS,797,797,7056.95,6964.59,6890.12,6869.60
1100 - AMPHETAMINE,TX,TEXAS,798,798,296.25,250.05,263.24,266.93
1100 - AMPHETAMINE,TX,TEXAS,799,799,3974.12,3852.12,4158.26,3423.59
1100 - AMPHETAMINE,UT,UTAH,840,840,51875.72,52425.16,54373.19,56651.76
1100 - AMPHETAMINE,UT,UTAH,841,841,19678.48,19805.07,20556.35,20917.10
1100 - AMPHETAMINE,UT,UTAH,843,843,5412.90,5444.43,5306.67,5972.64
1100 - AMPHETAMINE,UT,UTAH,844,844,5474.22,5303.74,5734.88,5841.01
1100 - AMPHETAMINE,UT,UTAH,845,845,749.37,825.23,854.46,929.62
1100 - AMPHETAMINE,UT,UTAH,846,846,10388.70,10781.91,11120.31,11604.42
1100 - AMPHETAMINE,UT,UTAH,847,847,7806.78,7718.81,8131.29,8414.52
1100 - AMPHETAMINE,VA,VIRGINIA,201,201,20797.93,19838.03,20276.28,21164.62
1100 - AMPHETAMINE,VA,VIRGINIA,220,220,11039.77,9600.07,10410.50,9900.17
1100 - AMPHETAMINE,VA,VIRGINIA,221,221,8044.79,7058.96,7698.32,7620.35
1100 - AMPHETAMINE,VA,VIRGINIA,222,222,5373.92,5119.85,5291.29,5208.22
1100 - AMPHETAMINE,VA,VIRGINIA,223,223,5156.03,4918.97,5036.68,5249.12
1100 - AMPHETAMINE,VA,VIRGINIA,224,224,5036.69,4854.78,4854.91,5215.97
1100 - AMPHETAMINE,VA,VIRGINIA,225,225,2459.22,2321.24,2440.48,2728.40
1100 - AMPHETAMINE,VA,VIRGINIA,226,226,4081.01,3813.48,3909.99,4112.46
1100 - AMPHETAMINE,VA,VIRGINIA,227,227,1227.54,1162.00,1255.50,1338.23
1100 - AMPHETAMINE,VA,VIRGINIA,228,228,3363.54,2834.22,3116.37,3316.71
1100 - AMPHETAMINE,VA,VIRGINIA,229,229,7277.53,6778.57,7093.01,7201.25
1100 - AMPHETAMINE,VA,VIRGINIA,230,230,5314.88,5111.38,5139.34,5450.37
1100 - AMPHETAMINE,VA,VIRGINIA,231,231,13415.63,13676.93,13806.31,14509.81
1100 - AMPHETAMINE,VA,VIRGINIA,232,232,18087.64,17177.13,17522.25,18087.12
1100 - AMPHETAMINE,VA,VIRGINIA,233,233,9941.10,10087.81,10001.95,10589.78
1100 - AMPHETAMINE,VA,VIRGINIA,234,234,25578.38,25984.82,26579.52,26134.87
1100 - AMPHETAMINE,VA,VIRGINIA,235,235,6073.65,6250.11,6102.42,6402.86
1100 - AMPHETAMINE,VA,VIRGINIA,236,236,10166.70,10289.73,10797.57,10675.56
1100 - AMPHETAMINE,VA,VIRGINIA,237,237,3927.78,3928.09,4041.72,3941.39
1100 - AMPHETAMINE,VA,VIRGINIA,238,238,6880.35,6596.17,6664.34,6697.24
1100 - AMPHETAMINE,VA,VIRGINIA,239,239,1085.04,840.87,1001.77,975.44
1100 - AMPHETAMINE,VA,VIRGINIA,240,240,5926.55,5413.47,5596.28,5954.16
1100 - AMPHETAMINE,VA,VIRGINIA,241,241,3002.63,2872.92,2969.55,3083.91
1100 - AMPHETAMINE,VA,VIRGINIA,242,242,1371.27,1281.39,1337.18,1441.87
1100 - AMPHETAMINE,VA,VIRGINIA,243,243,1041.33,958.82,907.39,914.69
1100 - AMPHETAMINE,VA,VIRGINIA,244,244,3580.83,3588.73,3561.39,3710.63
1100 - AMPHETAMINE,VA,VIRGINIA,245,245,5362.25,5309.99,5424.50,5739.90
1100 - AMPHETAMINE,VA,VIRGINIA,246,246,469.79,453.33,442.29,473.70
1100 - AMPHETAMINE,VI,VIRGIN ISLANDS,008,8,447.40,337.41,356.19,345.12
1100 - AMPHETAMINE,VT,VERMONT,050,50,626.15,634.58,658.84,674.46
1100 - AMPHETAMINE,VT,VERMONT,051,51,561.09,552.34,606.92,583.65
1100 - AMPHETAMINE,VT,VERMONT,052,52,931.67,939.14,966.89,992.15
1100 - AMPHETAMINE,VT,VERMONT,053,53,1671.97,1502.24,1540.75,1580.34
1100 - AMPHETAMINE,VT,VERMONT,054,54,4041.16,3530.66,3667.17,3942.84
1100 - AMPHETAMINE,VT,VERMONT,056,56,1768.71,1533.42,1673.95,1738.67
1100 - AMPHETAMINE,VT,VERMONT,057,57,1046.84,949.94,962.93,1109.93
1100 - AMPHETAMINE,VT,VERMONT,058,58,853.94,805.63,913.19,978.31
1100 - AMPHETAMINE,WA,WASHINGTON,980,980,31223.74,32280.09,33421.45,34464.92
1100 - AMPHETAMINE,WA,WASHINGTON,981,981,20440.83,19265.65,19729.15,20601.42
1100 - AMPHETAMINE,WA,WASHINGTON,982,982,17527.50,18253.98,18431.54,18967.27
1100 - AMPHETAMINE,WA,WASHINGTON,983,983,11799.38,11560.98,12062.75,12533.49
1100 - AMPHETAMINE,WA,WASHINGTON,984,984,7617.32,7186.51,7277.32,7602.90
1100 - AMPHETAMINE,WA,WASHINGTON,985,985,6447.80,6198.27,6478.66,6760.92
1100 - AMPHETAMINE,WA,WASHINGTON,986,986,9282.33,8797.84,9004.49,9689.23
1100 - AMPHETAMINE,WA,WASHINGTON,988,988,2132.61,2184.25,2227.60,2417.03
1100 - AMPHETAMINE,WA,WASHINGTON,989,989,2794.78,2609.93,2761.28,2821.98
1100 - AMPHETAMINE,WA,WASHINGTON,990,990,1182.84,1228.70,1316.32,1375.42
1100 - AMPHETAMINE,WA,WASHINGTON,991,991,1232.24,1047.13,1157.12,1179.02
1100 - AMPHETAMINE,WA,WASHINGTON,992,992,7179.30,6635.21,6892.28,7117.77
1100 - AMPHETAMINE,WA,WASHINGTON,993,993,5839.75,5727.37,5866.04,6174.02
1100 - AMPHETAMINE,WA,WASHINGTON,994,994,270.81,255.12,270.01,299.01
1100 - AMPHETAMINE,WI,WISCONSIN,530,530,15314.11,15030.94,15363.32,16281.10
1100 - AMPHETAMINE,WI,WISCONSIN,531,531,15727.28,15677.32,16018.72,16395.45
1100 - AMPHETAMINE,WI,WISCONSIN,532,532,14109.81,13496.97,13658.57,14147.50
1100 - AMPHETAMINE,WI,WISCONSIN,534,534,4158.72,4121.56,4064.56,4357.57
1100 - AMPHETAMINE,WI,WISCONSIN,535,535,10744.48,10599.28,10883.80,11213.70
1100 - AMPHETAMINE,WI,WISCONSIN,537,537,8248.88,7653.93,7890.22,8216.22
1100 - AMPHETAMINE,WI,WISCONSIN,538,538,1145.19,1139.94,1196.78,1283.59
1100 - AMPHETAMINE,WI,WISCONSIN,539,539,3699.05,3666.53,3635.87,3901.17
1100 - AMPHETAMINE,WI,WISCONSIN,540,540,2543.22,2494.15,2635.79,2549.79
1100 - AMPHETAMINE,WI,WISCONSIN,541,541,6928.11,6766.72,6878.26,6981.37
1100 - AMPHETAMINE,WI,WISCONSIN,542,542,2505.32,2602.73,2621.06,2635.15
1100 - AMPHETAMINE,WI,WISCONSIN,543,543,8236.19,8208.80,8064.34,8586.07
1100 - AMPHETAMINE,WI,WISCONSIN,544,544,8224.03,7938.00,7908.96,8102.26
1100 - AMPHETAMINE,WI,WISCONSIN,545,545,2260.45,2217.80,2414.05,2336.20
1100 - AMPHETAMINE,WI,WISCONSIN,546,546,4093.91,3804.54,3891.10,4040.86
1100 - AMPHETAMINE,WI,WISCONSIN,547,547,4318.46,4153.89,4251.91,4532.24
1100 - AMPHETAMINE,WI,WISCONSIN,548,548,2441.04,2414.00,2605.48,2597.93
1100 - AMPHETAMINE,WI,WISCONSIN,549,549,15026.60,14932.36,15049.55,15412.86
1100 - AMPHETAMINE,WV,WEST VIRGINIA,247,247,349.59,294.52,371.81,283.50
1100 - AMPHETAMINE,WV,WEST VIRGINIA,248,248,201.53,142.45,191.80,197.35
1100 - AMPHETAMINE,WV,WEST VIRGINIA,249,249,519.26,444.28,491.80,482.04
1100 - AMPHETAMINE,WV,WEST VIRGINIA,250,250,1014.03,815.71,826.73,925.96
1100 - AMPHETAMINE,WV,WEST VIRGINIA,251,251,716.26,649.91,734.23,725.35
1100 - AMPHETAMINE,WV,WEST VIRGINIA,252,252,388.73,370.23,407.58,403.29
1100 - AMPHETAMINE,WV,WEST VIRGINIA,253,253,3277.16,2996.05,3051.14,3227.04
1100 - AMPHETAMINE,WV,WEST VIRGINIA,254,254,2919.96,2819.88,2893.67,3058.68
1100 - AMPHETAMINE,WV,WEST VIRGINIA,255,255,2489.68,2241.16,2272.22,2331.69
1100 - AMPHETAMINE,WV,WEST VIRGINIA,256,256,317.00,264.52,267.76,301.39
1100 - AMPHETAMINE,WV,WEST VIRGINIA,257,257,2119.53,1828.22,1927.64,2036.81
1100 - AMPHETAMINE,WV,WEST VIRGINIA,258,258,1128.03,1141.16,1091.24,1167.70
1100 - AMPHETAMINE,WV,WEST VIRGINIA,259,259,235.42,204.79,214.79,218.20
1100 - AMPHETAMINE,WV,WEST VIRGINIA,260,260,1454.83,1313.68,1416.00,1462.69
1100 - AMPHETAMINE,WV,WEST VIRGINIA,261,261,2151.07,1916.69,1997.79,1925.00
1100 - AMPHETAMINE,WV,WEST VIRGINIA,262,262,337.55,292.97,273.26,340.05
1100 - AMPHETAMINE,WV,WEST VIRGINIA,263,263,1128.14,1090.87,1154.20,1167.66
1100 - AMPHETAMINE,WV,WEST VIRGINIA,264,264,250.17,231.73,208.17,261.75
1100 - AMPHETAMINE,WV,WEST VIRGINIA,265,265,3058.71,2637.89,2905.12,3002.19
1100 - AMPHETAMINE,WV,WEST VIRGINIA,266,266,168.39,144.08,146.73,154.58
1100 - AMPHETAMINE,WV,WEST VIRGINIA,267,267,395.55,325.70,350.65,379.28
1100 - AMPHETAMINE,WV,WEST VIRGINIA,268,268,259.34,249.67,232.15,214.06
1100 - AMPHETAMINE,WY,WYOMING,820,820,1655.57,1417.19,1611.26,1645.35
1100 - AMPHETAMINE,WY,WYOMING,822,822,97.30,101.07,107.39,113.91
1100 - AMPHETAMINE,WY,WYOMING,823,823,117.57,140.51,129.42,164.36
1100 - AMPHETAMINE,WY,WYOMING,824,824,926.73,860.56,989.12,1019.84
1100 - AMPHETAMINE,WY,WYOMING,825,825,356.27,350.17,308.47,348.42
1100 - AMPHETAMINE,WY,WYOMING,826,826,1233.25,1089.96,1218.77,1137.60
1100 - AMPHETAMINE,WY,WYOMING,827,827,717.60,619.75,631.59,651.67
1100 - AMPHETAMINE,WY,WYOMING,828,828,570.33,462.72,526.30,600.09
1100 - AMPHETAMINE,WY,WYOMING,829,829,1433.96,1355.67,1403.90,1508.97
1100 - AMPHETAMINE,WY,WYOMING,830,830,663.36,731.07,742.85,788.39
1100 - AMPHETAMINE,WY,WYOMING,831,831,165.51,174.86,186.03,208.63
1105 - METHAMPHETAMINE,AK,ALASKA,997,997,2.01,3.21,1.21,0
1105 - METHAMPHETAMINE,AL,ALABAMA,350,350,2.81,2.81,2.41,2.41
1105 - METHAMPHETAMINE,AL,ALABAMA,351,351,0.80,0.80,1.21,1.21
1105 - METHAMPHETAMINE,AL,ALABAMA,352,352,8.44,8.84,11.25,7.23
1105 - METHAMPHETAMINE,AL,ALABAMA,354,354,1.61,2.01,1.21,1.61
1105 - METHAMPHETAMINE,AL,ALABAMA,355,355,3.62,5.62,4.82,4.42
1105 - METHAMPHETAMINE,AL,ALABAMA,356,356,6.03,5.62,4.82,0.80
1105 - METHAMPHETAMINE,AL,ALABAMA,357,357,0.80,2.01,2.01,1.21
1105 - METHAMPHETAMINE,AL,ALABAMA,358,358,0,0.80,0,0
1105 - METHAMPHETAMINE,AL,ALABAMA,359,359,0.40,1.21,0.40,0.80
1105 - METHAMPHETAMINE,AL,ALABAMA,362,362,4.42,2.81,4.42,2.81
1105 - METHAMPHETAMINE,AL,ALABAMA,363,363,0,0,0,0.80
1105 - METHAMPHETAMINE,AL,ALABAMA,365,365,0.80,1.61,2.01,1.61
1105 - METHAMPHETAMINE,AL,ALABAMA,366,366,0.80,0.80,0,0
1105 - METHAMPHETAMINE,AR,ARKANSAS,720,720,0.40,0.40,0.80,0.40
1105 - METHAMPHETAMINE,AR,ARKANSAS,722,722,1.21,2.81,2.01,1.61
1105 - METHAMPHETAMINE,AR,ARKANSAS,723,723,0,0,0,0.40
1105 - METHAMPHETAMINE,AR,ARKANSAS,727,727,0,0,0,0.80
1105 - METHAMPHETAMINE,AZ,ARIZONA,850,850,6.83,7.23,8.84,8.03
1105 - METHAMPHETAMINE,AZ,ARIZONA,851,851,1.61,3.21,3.21,2.41
1105 - METHAMPHETAMINE,AZ,ARIZONA,852,852,12.46,17.28,10.85,14.06
1105 - METHAMPHETAMINE,AZ,ARIZONA,853,853,1.61,3.21,3.62,3.21
1105 - METHAMPHETAMINE,AZ,ARIZONA,856,856,1.21,0,0,2.41
1105 - METHAMPHETAMINE,AZ,ARIZONA,857,857,0.40,1.61,0.40,0
1105 - METHAMPHETAMINE,AZ,ARIZONA,864,864,3.21,0,0.80,0.80
1105 - METHAMPHETAMINE,CA,CALIFORNIA,900,900,8.04,10.04,9.64,7.23
1105 - METHAMPHETAMINE,CA,CALIFORNIA,902,902,5.62,5.62,5.22,4.82
1105 - METHAMPHETAMINE,CA,CALIFORNIA,904,904,4.42,6.83,5.62,7.23
1105 - METHAMPHETAMINE,CA,CALIFORNIA,906,906,0,0,0.40,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,907,907,0,0,0.40,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,908,908,2.01,2.41,1.61,2.81
1105 - METHAMPHETAMINE,CA,CALIFORNIA,911,911,2.81,1.21,0.80,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,912,912,2.41,3.21,1.21,2.81
1105 - METHAMPHETAMINE,CA,CALIFORNIA,913,913,17.68,17.27,15.67,10.85
1105 - METHAMPHETAMINE,CA,CALIFORNIA,914,914,5.22,4.02,5.63,5.62
1105 - METHAMPHETAMINE,CA,CALIFORNIA,915,915,3.62,7.23,5.63,5.22
1105 - METHAMPHETAMINE,CA,CALIFORNIA,916,916,0.40,0,0,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,917,917,9.64,9.64,7.23,5.22
1105 - METHAMPHETAMINE,CA,CALIFORNIA,918,918,0.40,0,0,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,919,919,3.62,4.02,1.61,2.01
1105 - METHAMPHETAMINE,CA,CALIFORNIA,920,920,18.88,27.72,24.50,28.92
1105 - METHAMPHETAMINE,CA,CALIFORNIA,921,921,6.83,7.23,7.23,10.04
1105 - METHAMPHETAMINE,CA,CALIFORNIA,922,922,6.83,4.02,3.62,4.02
1105 - METHAMPHETAMINE,CA,CALIFORNIA,923,923,5.62,4.02,4.42,5.22
1105 - METHAMPHETAMINE,CA,CALIFORNIA,925,925,25.32,21.70,26.12,18.88
1105 - METHAMPHETAMINE,CA,CALIFORNIA,926,926,24.51,15.67,18.08,16.87
1105 - METHAMPHETAMINE,CA,CALIFORNIA,927,927,4.42,3.62,4.82,4.42
1105 - METHAMPHETAMINE,CA,CALIFORNIA,928,928,11.25,10.45,9.24,12.05
1105 - METHAMPHETAMINE,CA,CALIFORNIA,930,930,0.40,0,0,0.80
1105 - METHAMPHETAMINE,CA,CALIFORNIA,933,933,0,0,0,0.40
1105 - METHAMPHETAMINE,CA,CALIFORNIA,934,934,0,1.21,0.80,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,935,935,2.01,3.21,2.01,2.01
1105 - METHAMPHETAMINE,CA,CALIFORNIA,936,936,0.40,1.21,0,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,937,937,1.21,1.61,2.41,1.61
1105 - METHAMPHETAMINE,CA,CALIFORNIA,939,939,1.21,0.40,0,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,940,940,4.82,4.82,6.43,3.62
1105 - METHAMPHETAMINE,CA,CALIFORNIA,941,941,4.42,6.43,6.03,6.03
1105 - METHAMPHETAMINE,CA,CALIFORNIA,943,943,0,0.40,2.01,0.40
1105 - METHAMPHETAMINE,CA,CALIFORNIA,945,945,5.63,4.82,2.81,8.04
1105 - METHAMPHETAMINE,CA,CALIFORNIA,946,946,1.21,2.41,2.41,0.80
1105 - METHAMPHETAMINE,CA,CALIFORNIA,949,949,2.01,2.81,4.02,3.21
1105 - METHAMPHETAMINE,CA,CALIFORNIA,950,950,8.03,5.62,8.44,9.64
1105 - METHAMPHETAMINE,CA,CALIFORNIA,951,951,6.03,6.83,8.04,10.45
1105 - METHAMPHETAMINE,CA,CALIFORNIA,952,952,0,0,1.21,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,953,953,4.42,4.82,2.01,4.02
1105 - METHAMPHETAMINE,CA,CALIFORNIA,954,954,0,0,3.62,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,955,955,1.61,0.80,0.40,1.61
1105 - METHAMPHETAMINE,CA,CALIFORNIA,956,956,8.03,8.44,8.03,8.03
1105 - METHAMPHETAMINE,CA,CALIFORNIA,957,957,4.42,4.42,2.01,2.01
1105 - METHAMPHETAMINE,CA,CALIFORNIA,958,958,0,0,0.80,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,959,959,1.61,0,0,0
1105 - METHAMPHETAMINE,CA,CALIFORNIA,960,960,3.21,2.41,1.61,0.40
1105 - METHAMPHETAMINE,CA,CALIFORNIA,961,961,0,0.40,0.40,0.80
1105 - METHAMPHETAMINE,CO,COLORADO,800,800,5.62,8.44,6.03,14.46
1105 - METHAMPHETAMINE,CO,COLORADO,801,801,14.06,10.04,13.26,11.65
1105 - METHAMPHETAMINE,CO,COLORADO,802,802,9.64,10.85,13.66,13.66
1105 - METHAMPHETAMINE,CO,COLORADO,803,803,0,0.80,0,0
1105 - METHAMPHETAMINE,CO,COLORADO,804,804,1.61,3.62,2.41,1.61
1105 - METHAMPHETAMINE,CO,COLORADO,805,805,0.40,0.80,0.80,0.40
1105 - METHAMPHETAMINE,CO,COLORADO,806,806,0.40,0,0,0
1105 - METHAMPHETAMINE,CO,COLORADO,808,808,2.01,3.21,0.80,1.21
1105 - METHAMPHETAMINE,CO,COLORADO,809,809,3.62,3.21,3.21,1.61
1105 - METHAMPHETAMINE,CO,COLORADO,810,810,0.40,0.40,0.40,0.40
1105 - METHAMPHETAMINE,CT,CONNECTICUT,060,60,5.62,6.43,8.44,10.04
1105 - METHAMPHETAMINE,CT,CONNECTICUT,061,61,2.01,2.41,2.01,0.80
1105 - METHAMPHETAMINE,CT,CONNECTICUT,064,64,0,2.01,0,1.21
1105 - METHAMPHETAMINE,CT,CONNECTICUT,065,65,2.01,2.01,2.41,2.41
1105 - METHAMPHETAMINE,CT,CONNECTICUT,067,67,2.01,2.01,3.21,1.61
1105 - METHAMPHETAMINE,CT,CONNECTICUT,068,68,4.02,6.03,4.82,5.22
1105 - METHAMPHETAMINE,CT,CONNECTICUT,069,69,0,1.21,1.21,1.61
1105 - METHAMPHETAMINE,DC,DISTRICT OF COLUMBIA,200,200,4.82,6.43,5.22,10.45
1105 - METHAMPHETAMINE,DE,DELAWARE,197,197,0.80,1.21,0.80,0.40
1105 - METHAMPHETAMINE,DE,DELAWARE,198,198,2.41,3.62,3.21,0
1105 - METHAMPHETAMINE,DE,DELAWARE,199,199,2.01,0.80,2.81,3.21
1105 - METHAMPHETAMINE,FL,FLORIDA,320,320,1.21,0,0,1.21
1105 - METHAMPHETAMINE,FL,FLORIDA,321,321,1.21,1.61,1.21,0.80
1105 - METHAMPHETAMINE,FL,FLORIDA,322,322,3.62,6.43,5.22,3.62
1105 - METHAMPHETAMINE,FL,FLORIDA,323,323,0.80,0.80,0.80,0
1105 - METHAMPHETAMINE,FL,FLORIDA,324,324,0.40,1.21,0,1.61
1105 - METHAMPHETAMINE,FL,FLORIDA,325,325,3.62,2.41,1.61,3.62
1105 - METHAMPHETAMINE,FL,FLORIDA,326,326,1.61,0.40,0.40,2.81
1105 - METHAMPHETAMINE,FL,FLORIDA,327,327,10.85,14.06,12.06,10.05
1105 - METHAMPHETAMINE,FL,FLORIDA,328,328,6.03,4.02,4.82,4.82
1105 - METHAMPHETAMINE,FL,FLORIDA,329,329,4.42,4.42,4.02,7.23
1105 - METHAMPHETAMINE,FL,FLORIDA,330,330,1.21,0,0.40,1.21
1105 - METHAMPHETAMINE,FL,FLORIDA,331,331,3.21,0.80,3.21,2.01
1105 - METHAMPHETAMINE,FL,FLORIDA,333,333,0,0,1.21,0.40
1105 - METHAMPHETAMINE,FL,FLORIDA,334,334,0.80,0.40,0.40,0.40
1105 - METHAMPHETAMINE,FL,FLORIDA,335,335,0.40,0,2.01,2.41
1105 - METHAMPHETAMINE,FL,FLORIDA,336,336,1.61,2.01,2.81,1.21
1105 - METHAMPHETAMINE,FL,FLORIDA,337,337,0,0,1.61,0.40
1105 - METHAMPHETAMINE,FL,FLORIDA,338,338,0.40,0.40,0.40,0
1105 - METHAMPHETAMINE,FL,FLORIDA,339,339,4.02,4.42,2.41,2.41
1105 - METHAMPHETAMINE,FL,FLORIDA,341,341,0.80,0,0,0
1105 - METHAMPHETAMINE,FL,FLORIDA,342,342,4.42,4.02,3.62,3.21
1105 - METHAMPHETAMINE,FL,FLORIDA,344,344,0,0.80,0.80,0.80
1105 - METHAMPHETAMINE,FL,FLORIDA,346,346,0.80,1.61,1.61,0.80
1105 - METHAMPHETAMINE,FL,FLORIDA,349,349,0,1.21,1.61,1.21
1105 - METHAMPHETAMINE,GA,GEORGIA,300,300,8.04,5.63,7.63,4.82
1105 - METHAMPHETAMINE,GA,GEORGIA,301,301,4.02,4.82,5.22,6.03
1105 - METHAMPHETAMINE,GA,GEORGIA,302,302,1.61,0,0,0
1105 - METHAMPHETAMINE,GA,GEORGIA,303,303,8.44,8.44,7.23,7.23
1105 - METHAMPHETAMINE,GA,GEORGIA,304,304,2.81,2.41,2.81,3.62
1105 - METHAMPHETAMINE,GA,GEORGIA,305,305,0,0,0.80,0
1105 - METHAMPHETAMINE,GA,GEORGIA,315,315,2.01,2.81,1.21,1.61
1105 - METHAMPHETAMINE,GA,GEORGIA,317,317,1.61,0.40,0.80,1.21
1105 - METHAMPHETAMINE,HI,HAWAII,967,967,1.61,1.61,0.80,0.80
1105 - METHAMPHETAMINE,HI,HAWAII,968,968,2.41,2.41,1.61,2.41
1105 - METHAMPHETAMINE,IA,IOWA,500,500,0.40,1.61,0,0.40
1105 - METHAMPHETAMINE,IA,IOWA,502,502,5.22,5.62,7.63,10.45
1105 - METHAMPHETAMINE,IA,IOWA,503,503,1.61,1.21,2.01,0.80
1105 - METHAMPHETAMINE,IA,IOWA,504,504,2.01,2.01,2.01,2.01
1105 - METHAMPHETAMINE,IA,IOWA,505,505,0.40,1.21,0.40,0.40
1105 - METHAMPHETAMINE,IA,IOWA,511,511,0,0.40,0,0
1105 - METHAMPHETAMINE,IA,IOWA,515,515,0.40,0.80,1.21,0.40
1105 - METHAMPHETAMINE,IA,IOWA,516,516,0,1.61,1.21,0.80
1105 - METHAMPHETAMINE,IA,IOWA,528,528,0.40,2.41,2.01,1.21
1105 - METHAMPHETAMINE,ID,IDAHO,832,832,0,0,0.40,2.01
1105 - METHAMPHETAMINE,ID,IDAHO,836,836,5.62,6.43,8.44,6.43
1105 - METHAMPHETAMINE,ID,IDAHO,837,837,1.21,0.80,1.61,0.80
1105 - METHAMPHETAMINE,ID,IDAHO,838,838,4.42,5.22,2.81,4.82
1105 - METHAMPHETAMINE,IL,ILLINOIS,600,600,15.27,12.85,18.48,13.26
1105 - METHAMPHETAMINE,IL,ILLINOIS,601,601,5.22,6.43,5.22,3.62
1105 - METHAMPHETAMINE,IL,ILLINOIS,602,602,1.21,0.40,2.41,1.61
1105 - METHAMPHETAMINE,IL,ILLINOIS,604,604,4.42,0.40,2.01,2.81
1105 - METHAMPHETAMINE,IL,ILLINOIS,605,605,5.22,0.40,2.01,1.61
1105 - METHAMPHETAMINE,IL,ILLINOIS,606,606,7.23,4.42,4.42,4.02
1105 - METHAMPHETAMINE,IL,ILLINOIS,607,607,4.02,2.01,2.41,0
1105 - METHAMPHETAMINE,IL,ILLINOIS,611,611,0.80,1.61,1.61,2.01
1105 - METHAMPHETAMINE,IL,ILLINOIS,615,615,0,0,0.40,0
1105 - METHAMPHETAMINE,IL,ILLINOIS,618,618,0,0,0,0.80
1105 - METHAMPHETAMINE,IL,ILLINOIS,623,623,0.80,0.40,0.80,0.40
1105 - METHAMPHETAMINE,IL,ILLINOIS,625,625,0,0,0,0.40
